image_filename,ground_truth_found,error_message,gt_question,ocr_question,question_CER,question_WER,gt_answer_A,ocr_answer_A,answer_A_CER,answer_A_WER,gt_answer_B,ocr_answer_B,answer_B_CER,answer_B_WER,gt_answer_C,ocr_answer_C,answer_C_CER,answer_C_WER,gt_answer_D,ocr_answer_D,answer_D_CER,answer_D_WER
image_100.png,True,,What Muggle writer is known as 'The Father of History'?,What Muggle writer is known as The Father of History'?,0.01818181818181818,0.1,Bathilda Bagshot,Bathilda Bagshot,0.0,0.0,Herodotus,Herodotus,0.0,0.0,Livy,Livy,0.0,0.0,Historia,Historia,0.0,0.0
image_101.png,True,,"Which UK government official is informed of the existence of magic, despite being a Muggle?","Which UK government official is informed of the existence of magic, despite being a Muggle?",0.0,0.0,Leader of the House,Leader of the House,0.0,0.0,Lord Chancellor,Lord Chancellor,0.0,0.0,Prime Minister,Prime Minister,0.0,0.0,Lord Speaker,Lord Speaker,0.0,0.0
image_102.png,True,,Which of these creatures are NOT fictional to Muggles?,Which of these creatures are NOT fictional to Muggles?,0.0,0.0,Dragons,Dragons,0.0,0.0,Narwhals,Narwhals,0.0,0.0,Unicorns,Unicorns,0.0,0.0,Kelpies,Kelpies,0.0,0.0
image_103.png,True,,Which of the following Muggle inventions have effects that cannot be duplicated FULLY by magic?,Which of the following Muggle inventions have effects that cannot be duplicated FULLY by magic?,0.0,0.0,Car,Car,0.0,0.0,Telephone,Telephone,0.0,0.0,Television,Television,0.0,0.0,Aeroplane,Aeroplane,0.0,0.0
image_104.png,True,,What do Muggles use cocktail umbrellas for?,What do Muggles use cocktail umbrellas for?,0.0,0.0,Shielding Drinks From the Rain,Shielding Drinks From the Rain,0.0,0.0,As Wands,As Wands,0.0,0.0,Transporting Themselves to Tropical Islands,Transporting Themselves to Tropical Islands,0.0,0.0,Garnishing Drinks,Garnishing Drinks,0.0,0.0
image_105.png,True,,Which of the following is not a common writing tool for modern Muggles?,Which of the following is not a common writing tool for modern Muggles?,0.0,0.0,Quill,Quill,0.0,0.0,Marker,Marker,0.0,0.0,Pen,Pen,0.0,0.0,Pencil,Pencil,0.0,0.0
image_106.png,True,,What do Muggles use to lift and transport heavy things?,What do Muggles use to lift and transport heavy things?,0.0,0.0,Levitation Charm,Levitation Charm,0.0,0.0,Willpower,Willpower,0.0,0.0,Cranes,Cranes,0.0,0.0,Elephants,Elephants,0.0,0.0
image_107.png,True,,In which Muggle sport does one 'hit a home run'?,In which Muggle sport does one 'hit a home run'?,0.0,0.0,Baseball,Baseball,0.0,0.0,Football,Football,0.0,0.0,Basketball,Basketball,0.0,0.0,Cricket,Cricket,0.0,0.0
image_108.png,True,,A Pumpkin is a type of edible plant. Which of the following is not a characteristic of Pumpkins?,A Pumpkin is a type of edible plant. Which of the following is not a characteristic of Pumpkins?,0.0,0.0,They Are a Trailing Plant,They Are a Trailing Plant,0.0,0.0,They Belong to the Cucurbitaceae Family,They Belong to the Cucurbitaceae Family,0.0,0.0,The Leaves Are Scale-Shaped,The Leaves Are Scale-Shaped,0.0,0.0,They Are Monoecious,They Are Monoecious,0.0,0.0
image_109.png,True,,Which physicist and chemist fundamentally changed Muggles' understanding of radioactivity?,Which physicist and chemist fundamentally changed Muggles' understanding of radioactivity?,0.0,0.0,Rosalind Franklin,Rosalind Franklin,0.0,0.0,Albert Einstein,Albert Einstein,0.0,0.0,Louis Pasteur,Louis Pasteur,0.0,0.0,Marie Curie,Marie Curie,0.0,0.0
image_11.png,True,,Which of the following would NOT be a section in a Muggle newspaper?,Which of the following would NOT be a section in a Muggle newspaper?,0.0,0.0,National News,National News,0.0,0.0,Sports,Sports,0.0,0.0,Classifieds,Classifieds,0.0,0.0,Showizbiz,Showizbiz,0.0,0.0
image_110.png,True,,Suppose a Muggle has to use artificial respiration to save the life of an injured person. Which of the following is wrong?,Suppose a Muggle has to use artificial respiration to save the life of an injured person. Which of the following is wrong?,0.0,0.0,Clean the Mouth and Nose of Dirt,Clean the Mouth and Nose of Dirt,0.0,0.0,Make a Racket,Make a Racket,0.0,0.0,Loosen Clothing,Loosen Clothing,0.0,0.0,Put the Injured Person in a Ventilated Place,Put the Injured Person in a Ventilated Place,0.0,0.0
image_111.png,True,,"In Muggle geography, what is the longest mountain range?","In Muggle geography, what is the longest mountain range?",0.0,0.0,Andes,Andes,0.0,0.0,Alps,Alps,0.0,0.0,Rocky Mountains,Rocky Mountains,0.0,0.0,Himalayas,Himalayas,0.0,0.0
image_112.png,True,,Muggles founded the World Wildlife Fund to promote environmental protection. What is the animal in their logo?,Muggles founded the World Wildlife Fund to promote environmental protection. What is the animal in their logo?,0.0,0.0,Snow Leopard,Snow Leopard,0.0,0.0,Reindeer,Reindeer,0.0,0.0,Tiger,Tiger,0.0,0.0,Panda,Panda,0.0,0.0
image_113.png,True,,What Muggle writer is known as 'The Father of History'?,What Muggle writer is known as The Father of History'?,0.01818181818181818,0.1,Historia,Historia,0.0,0.0,Herodotus,Herodotus,0.0,0.0,Livy,Livy,0.0,0.0,Bathilda Bagshot,Bathilda Bagshot,0.0,0.0
image_114.png,True,,What is a Trampoline used for?,What is a Trampoline used for?,0.0,0.0,Spying on Neighbour's Gardens,Spying on Neighbour's Gardens,0.0,0.0,Teaching Children How to Levitate,Teaching Children How to Levitate,0.0,0.0,Bouncing Oneself Into the Air,Bouncing Oneself Into the Air,0.0,0.0,Flattening Garden Soil,Flattening Garden Soil,0.0,0.0
image_115.png,True,,Which of the following would NOT be a common fixture in Muggle homes?,Which of the following would NOT be a common fixture in Muggle homes?,0.0,0.0,A Pair of Self-Knitting Needles,A Pair of Self-Knitting Needles,0.0,0.0,A Vacuum Cleaner,A Vacuum Cleaner,0.0,0.0,A Toilet,A Toilet,0.0,0.0,A Television,A Television,0.0,0.0
image_116.png,True,,A book written by the Muggle scientist Albert Einstein mentions the hypothesis of travelling through space and time without using a Time-Turner. What is the name of this book?,A book written by the Muggle scientist Albert Einstein mentions the hypothesis of travelling through space and time without using a Time-Turner. What is the name of this book?,0.0,0.0,A Theory of Electromagnetism,Theory of Electromagnetism,0.07142857142857142,0.25,Philosophiae Naturalis Principia Mathematica,Philosophia Naturalis Principia Mathematica,0.022727272727272728,0.25,Euclid's Elements,Euclid's Elements,0.0,0.0,Relativity: The Special and General Theory,Relativity The Special and General Theory,0.023809523809523808,0.16666666666666666
image_117.png,True,,How do Muggles regulate the temperature of their home?,How do Muggles regulate the temperature of their home?,0.0,0.0,Atmospheric Charm,Atmospheric Charm,0.0,0.0,Heating and Air Conditioning,Heating and Air Conditioning,0.0,0.0,Freezer,Freezer,0.0,0.0,Dry Ice,Dry Ice,0.0,0.0
image_118.png,True,,One Galleon is worth approximately how many British pounds?,One Galleon is worth approximately how many British pounds?,0.0,0.0,10,10,0.0,0.0,5,5,0.0,0.0,1,,1.0,1.0,15,15,0.0,0.0
image_119.png,True,,The 828-metre tall Burj Khalifa is a great feat of Muggle architecture. Which city is it located in?,The 828-metre tall Burj Khalifa is a great feat of Muggle architecture. Which city is it located in?,0.0,0.0,Sydney,Sydney,0.0,0.0,Seoul,Seoul,0.0,0.0,Dubai,Dubai,0.0,0.0,Los Angeles,Los Angeles,0.0,0.0
image_12.png,True,,What is a microphone?,What is a microphone?,0.0,0.0,A Stick Imbued With the Amplifying Charm,A-Stick Imbued With the Amplifying Charm,0.025,0.2857142857142857,"A Device That Amplifies, Transmits, and Records Sounds","A. Device-That Amplifies, Transmits, and Records Sounds",0.037037037037037035,0.375,A Device That Detects Bad Breath,A Device That Detects Bad Breath,0.0,0.0,A Very Small Telephone,AVery Small Telephone,0.045454545454545456,0.5
image_120.png,True,,The 828-metre tall Burj Khalifa is a great feat of Muggle architecture. Which city is it located in?,The 828-metre tall Burj Khalifa is a great feat of Muggle architecture. Which city is it located in?,0.0,0.0,Sydney,Sydney,0.0,0.0,Seoul,Seoul,0.0,0.0,Dubai,Dubai,0.0,0.0,Los Angeles,Los Angeles,0.0,0.0
image_121.png,True,,What do Muggles use instead of Caterwauling Charms to protect their homes from burglars?,What do Muggles use instead of Caterwauling Charms to protect their homes from burglars?,0.0,0.0,Home Security Systems,Home Security Systems,0.0,0.0,Security Trolls,Security Trolls,0.0,0.0,Three-Headed Dogs,Three-Headed Dogs,0.0,0.0,Loud Birds,Loud Birds,0.0,0.0
image_122.png,True,,Basketball players score by shooting what into what?,Basketball players score by shooting what into what?,0.0,0.0,A Ball Into a High Basket,A Ball Into a High Basket,0.0,0.0,A Bat Into a Basket,A Bat Into a Basket,0.0,0.0,A Ball Into a Bathtub,A Ball Into a Bathtub,0.0,0.0,A Puck Into a Pillowcase,A Puck Into a Pillowcase,0.0,0.0
image_123.png,True,,What is sonar?,What is sonar?,0.0,0.0,A Device That Detects Objects On or Under Water,A Device That Detects Objects On or Under Water,0.0,0.0,A Device That Cleans Ears,A Device That Cleans Ears,0.0,0.0,An Instrument,An Instrument,0.0,0.0,A Mechanical Dolphin,A Mechanical Dolphin,0.0,0.0
image_124.png,True,,Where might you find an automatic ticketmachine?,Where might you find an automatic ticketmachine?,0.0,0.0,Police Station,Police Station,0.0,0.0,Train Station,Train Station,0.0,0.0,Voting Booth,Voting Booth,0.0,0.0,Book Store,Book Store,0.0,0.0
image_125.png,True,,What do Muggle use flippers for?,What do Muggle use flippers for?,0.0,0.0,Potion-Making,Potion-Making,0.0,0.0,Turning Into Fish,Turning Into Fish,0.0,0.0,Flipping Tables,Flipping Tables,0.0,0.0,Swimming Underwater,Swimming Underwater,0.0,0.0
image_126.png,True,,Which of the following subjects would NOT be part of a Muggle school's curriculum?,Which of the following subjects would NOT be part of a Muggle school's curriculum?,0.0,0.0,History,History,0.0,0.0,Arithmancy,Arithmancy,0.0,0.0,Language,Language,0.0,0.0,Science,Science,0.0,0.0
image_127.png,True,,Which of the following magical inventions does NOT have a Muggle technological equivalent?,Which of the following magical inventions does NOT have a Muggle technological equivalent?,0.0,0.0,Time-Turners,Time-Turners,0.0,0.0,Mrs Skower's All-Purpose Magical Mess Remover,Mrs Skower's All-Purpose Magical Mess Remover,0.0,0.0,Self-Ironing Robes,Self-Ironing Robes,0.0,0.0,Omnioculars,Omnioculars,0.0,0.0
image_128.png,True,,What is a lighter?,What is a lighter?,0.0,0.0,A Device That Decreases the Mass of Objects,A Device That Decreases the Mass of Objects,0.0,0.0,A Portable Flame Generator,A Portable Flame Generator,0.0,0.0,Exercise Equipment for Thumbs,Exercise Equipment for Thumbs,0.0,0.0,A Muggle Tasked With Turning on Lights,A Muggle Tasked With Turning on Lights,0.0,0.0
image_129.png,True,,What magical creatures get featured in Muggle newspapers so frequently that a league exists to Obliviate Muggles who see them?,What magical creatures get featured in Muggle newspapers SO frequently that a league exists to Obliviate Muggles who see them?,0.015873015873015872,0.05,Unicorns,Unicorns,0.0,0.0,Snallygasters,Snallygasters,0.0,0.0,Dragons,Dragons,0.0,0.0,Wampus Cats,Wampus Cats,0.0,0.0
image_13.png,True,,A recliner is what kind of furniture?,A recliner is what kind of furniture?,0.0,0.0,A Couch,A Couch,0.0,0.0,A Table,A Table,0.0,0.0,A Chair,A Chair,0.0,0.0,A Bed,A Bed,0.0,0.0
image_130.png,True,,Muggles use robots for all but which of the following?,Muggles use robots for all but which of the following?,0.0,0.0,Diffusing Bombs,Diffusing Bombs,0.0,0.0,Cutting Hair,Cutting Hair,0.0,0.0,Cleaning Floors,Cleaning Floors,0.0,0.0,Building Cars,Building Cars,0.0,0.0
image_131.png,True,,What is 'e-mail'?,What is 'e-mail'?,0.0,0.0,A Post Written by House-Elves,Post Written by House-Elves,0.06896551724137931,0.2,Letters Sent Using Eagles,Letters Sent Using Eagles,0.0,0.0,Extremely Important Post,Extremely Important Post,0.0,0.0,Messages Sent Using Electronic Devices,Messages Sent Using Electronic Devices,0.0,0.0
image_132.png,True,,What might a cowboy use as transportation?,What might a cowboy use as transportation?,0.0,0.0,A Cow,A Cow,0.0,0.0,A Horse,A Horse,0.0,0.0,A Skateboard,A Skateboard,0.0,0.0,A Hippogriff,A Hippogriff,0.0,0.0
image_133.png,True,,What do Muggles use vacuum cleaners for?,What do Muggles use vacuum cleaners for?,0.0,0.0,Capturing Doxies,Capturing Doxies,0.0,0.0,Storing Valuables,Storing Valuables,0.0,0.0,Cleaning Their Vacuums,Cleaning Their Vacuums,0.0,0.0,Removing Dust and Dirt,Removing Dust and Dirt,0.0,0.0
image_134.png,True,,What do Muggles use cocktail umbrellas for?,What do Muggles use cocktail umbrellas for?,0.0,0.0,As Wands,As Wands,0.0,0.0,Garnishing Drinks,Garnishing Drinks,0.0,0.0,Transporting Themselves to Tropical Islands,Transporting Themselves to Tropical Islands,0.0,0.0,Shielding Drinks From the Rain,Shielding Drinks From the Rain,0.0,0.0
image_135.png,True,,Which of the following is NOT an appropriate pet to give a Muggle?,Which of the following is NOT an appropriate pet to give a Muggle?,0.0,0.0,Cat,Cat,0.0,0.0,Dog,Dog,0.0,0.0,Goldfish,Goldfish,0.0,0.0,Alligator,Alligator,0.0,0.0
image_136.png,True,,Which of the following is not one of the four major tragedies written by Muggle playwright William Shakespeare?,Which of the following is not one of the four major tragedies written by Muggle playwright William Shakespeare?,0.0,0.0,King Lear,King Lear,0.0,0.0,Hamlet,Hamlet,0.0,0.0,Macbeth,Macbeth,0.0,0.0,The Merchant of Venice,The Merchant of Venice,0.0,0.0
image_137.png,True,,What is a plunger?,What is a plunger?,0.0,0.0,A Deep Sea Fish,A Deep Sea Fish,0.0,0.0,A Device Used to Clear Pipes,A Device Used to Clear Pipes,0.0,0.0,A Muggle Beverage,A Muggle Beverage,0.0,0.0,A Muggle Acrobat,A Muggle Acrobat,0.0,0.0
image_138.png,True,,Which instrument allows Muggles to examine objects that are too small to be seen by the naked eye?,Which instrument allows Muggles to examine objects that are too small to be seen by the naked eye?,0.0,0.0,Sneakoscope,Sneakoscope,0.0,0.0,Microscope,Microscope,0.0,0.0,Trombone,Trombone,0.0,0.0,Telescope,Telescope,0.0,0.0
image_139.png,True,,"Which Muggle musician composed the orchestral piece, Prélude à l'après-midi d'un faune?","Which Muggle musician composed the orchestral piece, Prlude l'aprs-midi d'un faune?",0.04597701149425287,0.25,Frédéric Chopin,Frdric Chopin,0.13333333333333333,0.5,Robert Schumann,Robert Schumann,0.0,0.0,Claude Debussy,Claude Debussy,0.0,0.0,Ludwig van Beethoven,Ludwig van Beethoven,0.0,0.0
image_14.png,True,,"According to the Institute of Muggle Studies, which of the following statements about Muggles is FALSE?","According to the Institute of Muggle Studies, which of the following statements about Muggles are FALSE?",0.02912621359223301,0.0625,They Are Inferior to Wizards,They Are Inferior to Wizards,0.0,0.0,"If They Have a Wand, It Is Possible to Do Simple Magic","If They Have a Wand, It Is Possible to Do Simple Magic",0.0,0.0,They Can See Magical Creatures,They Can See Magical Creatures,0.0,0.0,They Can Inadvertently Stumble Upon Magically Protected Areas,They Can Inadvertently Stumble Upon Magically Protected Areas,0.0,0.0
image_140.png,True,,"According to Muggle biology classifications, which of the following animals does not belong in the feline family?","According to Muggle biology classifications, which of the following animals does not belong in the feline family?",0.0,0.0,Pallas' Cat,Pallas' Cat,0.0,0.0,Cheetah,Cheetah,0.0,0.0,Lynx,Lynx,0.0,0.0,Owl,Owl,0.0,0.0
image_141.png,True,,Playgrounds may feature all but which of the following?,Playgrounds may feature all but which of the following?,0.0,0.0,Alligator Pit,Alligator Pit,0.0,0.0,Slide,Slide,0.0,0.0,Seesaw,Seesaw,0.0,0.0,Swing Set,Swing Set,0.0,0.0
image_142.png,True,,Which of the following famous Witches and Wizards is Muggle-born?,Which of the following famous Witches and Wizards is Muggle-born?,0.0,0.0,Albus Dumbledore,Albus Dumbledore,0.0,0.0,Newt Scamander,Newt Scamander,0.0,0.0,Hermione Granger,Hermione Granger,0.0,0.0,Salazar Slytherin,Salazar Slytherin,0.0,0.0
image_143.png,True,,What magical creature did American Wizards use to keep to give them an early warning about approaching Muggles?,What magical creature did American Wizards use to keep to give them an early warning about approaching Muggles?,0.0,0.0,Plimpy,Plimpy,0.0,0.0,Troll,Troll,0.0,0.0,Clabbert,Clabbert,0.0,0.0,Fwooper,Fwooper,0.0,0.0
image_144.png,True,,How do Muggle photographs differ from Wizarding ones?,How do Muggle photographs differ from Wizarding ones?,0.0,0.0,They Don't Move,They Don't Move,0.0,0.0,They Talk,They Talk,0.0,0.0,They Aren't in Colour,They Aren't in Colour,0.0,0.0,They Change Shape,They Change Shape,0.0,0.0
image_145.png,True,,When did the first motion picture with sound premier?,When did the first motion picture with sound premier?,0.0,0.0,1930,1930,0.0,0.0,1924,1924,0.0,0.0,1913,1913,0.0,0.0,1927,1927,0.0,0.0
image_146.png,True,,Which of the following is NOT a famous Muggle artist from the Renaissance era?,Which of the following is NOT a famous Muggle artist from the Renaissance era?,0.0,0.0,Nicolas Flamel,Nicolas Flamel,0.0,0.0,Raphael,Raphael,0.0,0.0,Leonardo da Vinci,Leonardo da Vinci,0.0,0.0,Michelangelo,Michelangelo,0.0,0.0
image_147.png,True,,"If you wanted to prevent Muggles from seeing or entering an area, what Spell would you use?","If you wanted to prevent Muggles from seeing or entering an area, what Spell would you use?",0.0,0.0,Muggle-Repelling Charm,Muggle-Repelling Charm,0.0,0.0,Impediment Jinx,Impediment Jinx,0.0,0.0,Levicorpus,Levicorpus,0.0,0.0,Locomotion Charm,Locomotion Charm,0.0,0.0
image_148.png,True,,Which of the following magical inventions does NOT have a Muggle technological equivalent?,Which of the following magical inventions does NOT have a Muggle technological equivalent?,0.0,0.0,Time-Turners,Time-Turners,0.0,0.0,Omnioculars,Omnioculars,0.0,0.0,Mrs Skower's All-Purpose Magical Mess Remover,Mrs Skower's All-Purpose Magical Mess Remover,0.0,0.0,Self-Ironing Robes,Self Ironing Robes,0.05555555555555555,1.0
image_149.png,True,,What body part do Muggles put headphones on?,What body part do Muggles put headphones on?,0.0,0.0,Neck,Neck,0.0,0.0,Eyes,Eyes,0.0,0.0,Ears,Ears,0.0,0.0,Mouth,Mouth,0.0,0.0
image_15.png,True,,What is a pogo stick used for?,What is a pogo stick used for?,0.0,0.0,Jumping Up and Down,Jumping Up and Down,0.0,0.0,Herding Cattle,Herding Cattle,0.0,0.0,Accumulating Wealth,Accumulating Wealth,0.0,0.0,Mixing Drinks,Mixing Drinks,0.0,0.0
image_150.png,True,,Which of the following is not a common writing tool for modern Muggles?,Which of the following is not a common writing tool for modern Muggles?,0.0,0.0,Quill,Quill,0.0,0.0,Marker,Marker,0.0,0.0,Pencil,Pencil,0.0,0.0,Pen,Pen,0.0,0.0
image_151.png,True,,Which of the following is NOT a Muggle joke product?,Which of the following is NOT a Muggle joke product?,0.0,0.0,Snake in a Can,Snake in a Can,0.0,0.0,Belch Powder,Belch Powder,0.0,0.0,Squirting Flowers,Squirting Flowers,0.0,0.0,Shocking Pens,Shocking Pens,0.0,0.0
image_152.png,True,,What are magicians?,What are magicians?,0.0,0.0,Muggle Entertainers Who Performs Tricks That Mimic Magic,Muggle Entertainers Who Performs Tricks That Mimic Magic,0.0,0.0,Modern Day Witch Hunters,Modern Day Witch Hunters,0.0,0.0,Muggles Who Love Magma,Muggles Who Love Magma,0.0,0.0,Muggles Who Know About the Existence of Magic,Muggles Who Know About the Existence of Magic,0.0,0.0
image_153.png,True,,What is the purpose of a hula hoop?,What is the purpose of a hula hoop?,0.0,0.0,Laundry,Laundry,0.0,0.0,Warfare,Warfare,0.0,0.0,Entertainment,Entertainment,0.0,0.0,Hypnosis,Hypnosis,0.0,0.0
image_154.png,True,,Who or what is an emoji?,Who or what is an emoji?,0.0,0.0,A Digital Icon Used to Express an Idea or Emotion,A Digital Icon Used to Express an Idea or Emotion,0.0,0.0,An Emotional Person,An Emotional Person,0.0,0.0,A Form of Transportation,A Form of' Transportation,0.041666666666666664,0.25,A Language Composed Entirely of Pictures,A Language Composed Entirely of Pictures,0.0,0.0
image_155.png,True,,What do Muggles use curling irons on?,What do Muggles use curling irons on?,0.0,0.0,Bow Ties,Bow Ties,0.0,0.0,Their Lawns,Their Lawns,0.0,0.0,Their Cats' Tails,Their Cats' Tails,0.0,0.0,Their Hair,Their Hair,0.0,0.0
image_156.png,True,,The Muggle Protection Act was designed to protect Muggles from what?,The Muggle Protection Act was designed to protect Muggles from what?,0.0,0.0,Dangerous Magical Creatures,Dangerous Magical Creatures,0.0,0.0,Errant Bludgers,Errant Bludgers,0.0,0.0,Dark Wizards,Dark Wizards,0.0,0.0,Harmful Magical Artefacts,Harmful Magical Artefacts,0.0,0.0
image_157.png,True,,"In Muggle geography, what is the longest mountain range?","In Muggle geography, what is the longest mountain range?",0.0,0.0,Alps,Alps,0.0,0.0,Rocky Mountains,Rocky Mountains,0.0,0.0,Andes,Andes,0.0,0.0,Himalayas,Himalayas,0.0,0.0
image_158.png,True,,Muggle research has revealed that an Owl's head can rotate how many degrees?,Muggle research has revealed that an Owl's head can rotate how many degrees?,0.0,0.0,90°,90,0.3333333333333333,1.0,270°,270,0.25,1.0,360°,360,0.25,1.0,180°,180,0.25,1.0
image_159.png,True,,"The 2014 Quidditch World Cup was held in the Patagonian Desert. According to Muggle definitions, what is the climate there?","The 2014 Quidditch World Cup was held in the Patagonian Desert. According to Muggle definitions, what is the climate there?",0.0,0.0,Tropical Desert Climate,Tropical Desert Climate,0.0,0.0,Temperate Monsoon Climate,Temperate Monsoon Climate,0.0,0.0,Tropical Rainforest Climate,Tropical Rainforest Climate,0.0,0.0,Temperate Continental Climate,Temperate Continental Climate,0.0,0.0
image_16.png,True,,Who or what is a projector?,Who or what is a projector?,0.0,0.0,A Person Who Often Projects Their Feelings Onto Others,A Person Who Often Projects Their Feelings Onto Others,0.0,0.0,A Divination Device,A Divination Device,0.0,0.0,A Device That Projects Images Onto a Screen,A Device That Projects Images Onto a Screen,0.0,0.0,A Device That Reviews and Stores Memories,A Device That Reviews and Stores Memories,0.0,0.0
image_160.png,True,,"In contrast to the icicles that never melt in the Great Hall, at above what temperature does the ice in the Muggle world typically melt?","In contrast to the icicles that never melt in the Great Hall, at above what temperature does the ice in the Muggle world typically melt?",0.0,0.0,-10°C,-10C,0.2,1.0,5°C,5C,0.3333333333333333,1.0,15°C,15C,0.25,1.0,0°C,0C,0.3333333333333333,1.0
image_161.png,True,,What do Muggles use instead of Caterwauling Charms to protect their homes from burglars?,What do Muggles use instead of Caterwauling Charms to protect their homes from burglars?,0.0,0.0,Three-Headed Dogs,Three-Headed Dogs,0.0,0.0,Home Security Systems,Home Security Systems,0.0,0.0,Elaborate Traps,Elaborate Traps,0.0,0.0,Loud Birds,Loud Birds,0.0,0.0
image_162.png,True,,Who or what is a freezer?,Who or what is a freezer?,0.0,0.0,Someone Who Often Gives People the Cold Shoulder,Someone Who Often Gives People the Cold Shoulder,0.0,0.0,Someone Who Delivers Ice,Someone Who Delivers Ice,0.0,0.0,A Device That Stores Food in Very Cold Temperatures,A Device That Stores Food in Very Cold Temperatures,0.0,0.0,A Device That Encased Things in Ice,A Device That Encases Things in Ice,0.02857142857142857,0.14285714285714285
image_163.png,True,,What animal have Muggles been known to count when trying to get to sleep?,What animal have Muggles been known to count when trying to get to sleep?,0.0,0.0,Sheep,Sheep,0.0,0.0,Cats,Cats,0.0,0.0,Frogs,Frogs,0.0,0.0,Hippopotamuses,Hippopotamuses,0.0,0.0
image_164.png,True,,A motorised vehicle used for travelling through snow is called a what?,A motorised vehicle used for travelling through snow is called a what?,0.0,0.0,Snowcar,Snowcar,0.0,0.0,Snowmobile,Snowmobile,0.0,0.0,Frozen Flyer,Frozen Flyer,0.0,0.0,War Chariot,War Chariot,0.0,0.0
image_165.png,True,,Say a Muggle wants to go roller skating. What body part would they put the roller skates on?,Say a Muggle wants to go roller skating. What body part would they put the roller skates on?,0.0,0.0,Head,Head,0.0,0.0,Feet,Feet,0.0,0.0,Ears,Ears,0.0,0.0,Hands,Hands,0.0,0.0
image_166.png,True,,What is the primary function of a rubber duck?,What is the primary function of a rubber duck?,0.0,0.0,Musical Instrument,Musical Instrument,0.0,0.0,Bathtub Recreation,Bathtub Recreation,0.0,0.0,Companionship,Companionship,0.0,0.0,Self-Defence,Self-Defence,0.0,0.0
